dataset_id,original,paraphrased,sentiment
1,Eating at ihop using their free wifi since i dont have internet yet ,Having breakfast at IHOP and taking advantage of their complimentary wifi because I still don't have internet service,negative
1,kinda hoping there is a squirrel after life with lots of nuts like ice age 3 and feeling a bit better  lol,sort of wishing there's a squirrel heaven filled with tons of nuts like in ice age 3 and starting to feel slightly better haha,positive
1,"Good morning twitter birds   School ....... Today ughhh !  Who wanna get fucked up ?  I do , I do )  So , complicated dude","Good morning Twitter folks... School today, ugh! Who wants to get wasted? I do, I do :) Life's so complicated, man",positive
1,that 70s show w. Johnny... headaches suck ,That '70s Show with Johnny... headaches are awful,negative
4,"Blade II merges bits and pieces from fighting games, wire fu, horror movies, mystery, James Bond, wrestling, sci-fi and anime into one big bloody stew.","Blade II blends elements from fighting games, wire-work martial arts, horror films, mystery thrillers, James Bond, wrestling, science fiction, and anime into a single gory concoction.",positive
1,And now I'm at work ,And here I am at the office,negative
1,@MRB37 Great!  Otherwise I will bug you about it some other time.,"@MRB37 Awesome! If not, I'll pester you about it another time.",positive
4,Execrable.,Abominable.,negative
4,"Below may not mark Mr. Twohy's emergence into the mainstream, but his promise remains undiminished.","Below might not signal Mr. Twohy's breakthrough into mainstream cinema, but his potential continues to shine just as brightly.",positive
1,Impending Doom Radio. Oh Yea.... Thanks Pandora ,"Impending Doom Radio. Oh Yeah.... Appreciate it, Pandora",positive
1,@bbgeekchic Aww I'm sorry hun  Mr. Right will come along when the time is right. I've had my fair share of dumb asses myself. Been there,"@bbgeekchic Oh sweetie, I feel for you. The right guy will show up when it's meant to be. Trust me, I've dealt with plenty of idiots too. I understand what you're going through.",negative
1,drinking from a &quot;crosswords are fun&quot; coffee mug. I love it when my dishes state the obvious! ,"sipping from a ""crosswords are fun"" coffee mug. I adore when my kitchenware announces the obvious!",positive
1,ysciefiog lost 4-1  but im eating a cornetto so all is well,ysciefiog got crushed 4-1 but I'm enjoying a cornetto so everything's fine,negative
1,Hanging with my best friend Matt ,Spending time with my best friend Matt,positive
1,"I have to work. You will stay on current, message me ",I need to work. Stay on this chat and send me a message.,positive
1,@pandazebra yeah watever.. I gotta wait another three hours!   .. Yay me loves smoothies!,@pandazebra yeah whatever.. I have to wait three more hours!   .. Yay I love smoothies!,negative
4,"Watching junk like this induces a kind of abstract guilt, as if you were paying dues for good books unread, fine music never heard.","Consuming such trashy content brings on a vague sense of guilt, as though you're atoning for all the great literature you haven't read and beautiful music you've never listened to.",negative
1,@DesFous Plenty of things ,@DesFous Lots of stuff,positive
1,"@saradamico i clicked the link, lol. omgsh im so bored. ","@saradamico I followed the link, haha. Oh my god, I have nothing to do.",negative
4,"A smart, provocative drama that does the nearly impossible: It gets under the skin of a man we only know as an evil, monstrous lunatic.","An intelligent, thought-provoking drama that achieves the almost unthinkable: It penetrates the psyche of someone we've only ever seen as a vile, deranged monster.",positive
1,why does sleep seem to be only a dream...i want to sleep so bad but i  cant. work in the morning is going to be painful ,Sleep feels like an impossible fantasy... I'm desperate for rest but it won't come. Tomorrow's work day will be torture.,negative
1,"@AndItisLiz shop wit him, play box wit him,pillow fight in the middle of the night, drive his Benz with five of my friends ","@AndItisLiz go shopping with him, play video games with him, have pillow fights at midnight, cruise in his Mercedes with five of my girls",positive
1,"doing... NOTHING  its AMAZING, hahaha. hope i can do this everyday!","doing... ABSOLUTELY NOTHING and it's INCREDIBLE, hahaha. wish i could do this every single day!",positive
1,School tomorrow    sucks massively,Tomorrow's school is going to be absolutely terrible,negative
1,"@aliasmisskat not total freedom, but indy offers extended lines of life ","@aliasmisskat not complete liberty, but independence provides expanded pathways for living",positive
4,"With Spy Kids 2: The Island of Lost Dreams, however, Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking.","In Spy Kids 2: The Island of Lost Dreams, though, Robert Rodriguez infuses his family-oriented storyline with a sophistication and depth that eludes even the majority of today's films aimed at adults.",positive
1,ITS dark in here  and i cant get on ourworld (,It's so dark in here and I can't access OurWorld :(,negative
1,This hockey game is not going the way it is supposed to go!     The Penguins need to get it together!!!!,This hockey match isn't unfolding as expected! The Penguins really need to pull themselves together!,negative
1,I am so flattered to be one of @KOLD_news13's choices for #FollowFriday.   That is so nice! ,I'm truly honored to be selected as one of @KOLD_news13's #FollowFriday picks. How thoughtful!,positive
1,Lily is getting fixed today...they are keeping her overnight! booo! Now who will cuddle with me tonight ,Lily's having her surgery today...they're making her stay overnight! Ugh! Who's going to snuggle with me tonight now?,negative
1,ironing  and sippin this mojito ,pressing clothes while enjoying my mojito,positive
1,"@brookieballet I love electricty too  Omg I know I'm sooooo excited and really nervous, &amp; I can't wait to see the cast perform!!","@brookieballet I'm also a huge fan of electricity! Oh my gosh, I'm absolutely thrilled and quite anxious at the same time, and I'm so eager to watch the cast's performance!!",positive
4,No amount of nostalgia for Carvey's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey's considerable talents are wasted in it.,"Despite any fond memories of Carvey's peak years, there's no hiding that this new movie is a weak children's film that squanders Carvey's impressive abilities.",negative
1,"@nopai udah ga pai,kayanya td ga enak aja bdnnya sblm muntah rewel emang.abis itu hore lagi..nih lg proses tidur  thnks 4 asking pai ","@nopai sudah tidak apa-apa pai, sepertinya tadi badannya memang tidak nyaman sebelum muntah makanya rewel. Setelah itu ceria lagi.. sekarang sedang mau tidur. Terima kasih sudah bertanya pai",positive
1,@munkimatt Did u get a new suit? Wasn't the tesco special at ï¿½9.99 was it? ,"@munkimatt Did you buy a new suit? It wasn't that £9.99 deal from Tesco, was it?",positive
1,@billyraycyrus whats d day?  xx,@billyraycyrus what's the date? xx,positive
1,"@EmChristian hopefully he will fix it soon, if not may have to result to shaving it in his sleep haha ","@EmChristian with any luck he'll take care of it soon, otherwise I might have to resort to trimming it while he's sleeping lol",positive
1,Really thinks that American guys are hot so why am I in England ,"I find American men so attractive, yet here I am stuck in England.",negative
1,Totally frustrated!!  It's definitely going to be one of those days ,Completely exasperated!! This is absolutely shaping up to be one of those days,negative
4,"This is a finely written, superbly acted offbeat thriller.","This is an excellently crafted, brilliantly performed unconventional thriller.",positive
1,"Really feeling lik crap , may go back to bed  sniff sniff",I'm feeling absolutely terrible and might just head back to sleep *sniffle sniffle*,negative
4,"Like all of Egoyan's work, Ararat is fiercely intelligent and uncommonly ambitious.","Ararat, in keeping with Egoyan's entire body of work, displays remarkable intelligence and extraordinary ambition.",positive
4,"Both an admirable reconstruction of terrible events, and a fitting memorial to the dead of that day, and of the thousands thereafter.",A commendable recreation of horrific events that serves as an appropriate tribute to those who perished that day and the thousands who followed.,positive
1,Can't get close to what I want!! ,I can't seem to reach what I'm aiming for!!,negative
1,@veronicaluvsyou Yahh It Suxx CowNipples.!!! [[[Well ii Have To Go My Parents Told Mee To Get Off  ]]]]],"@veronicaluvsyou Yeah, it really sucks!!! [[[Well I have to go, my parents told me to get off]]]]]",negative
1,@foxx278 I'm sure everything will be fine ,@foxx278 I'm confident things will work out just fine,positive
